Common Name,Scientific Name,ESA Listing Status,Is Foreign?,Taxonomic Family,Taxonomic Group,Taxonomic Kingdom
Carrollton crayfish,Procambarus connus,Species of Concern,FALSE,Cambaridae,Crustaceans,Animal
Carson Valley silverspot,Speyeria nokomis carsonensis,Resolved Taxon,FALSE,Nymphalidae,Insects,Animal
Carson Valley wood nymph,Cercyonis pegala carsonensis,Resolved Taxon,FALSE,Nymphalidae,Insects,Animal
Carson wandering skipper,Pseudocopaeodes eunus obscurus,Endangered,FALSE,Hesperiidae,Insects,Animal
Carter's mustard,Warea carteri,Endangered,FALSE,Brassicaceae,Flowering Plants,Plant
Carter's noctuid moth,Spartiniphaga carterae,Species of Concern,FALSE,Noctuidae,Insects,Animal
Carter's panicgrass,Panicum fauriei var. carteri,Endangered,FALSE,Poaceae,Flowering Plants,Plant
Carter's small-flowered flax,Linum carteri carteri,Endangered,FALSE,Linaceae,Flowering Plants,Plant
Cary beardtongue,Penstemon caryi,Species of Concern,FALSE,Scrophulariaceae,Flowering Plants,Plant
Cascade Cave amphipod,Stygobromus dejectus,Resolved Taxon,FALSE,Crangonyctidae,Crustaceans,Animal
Cascade Caverns salamander,Eurycea latitans,Under Review,FALSE,Plethodontidae,Amphibians,Animal
Cascade head catchfly,Silene douglasii oraria,Species of Concern,FALSE,Caryophyllaceae,Flowering Plants,Plant
Cascades apatanian caddisfly,Apatania tavala,Species of Concern,FALSE,Limnephilidae,Insects,Animal
Cascades frog,Rana cascadae,Under Review,FALSE,Ranidae,Amphibians,Animal
Cascade torrent salamander,Rhyacotriton cascadae,Under Review,FALSE,rhyacotritonidae,Amphibians,Animal
Casey's June Beetle,Dinacoma caseyi,Endangered,FALSE,Scarabaeidae,Insects,Animal
Caspian Tern,Hydroprogne caspia,Species of Concern,FALSE,Laridae,Birds,Animal
Cassia Crossbill,Loxia sinesciuris,Species of Concern,FALSE,Fringillidae,Birds,Animal
Cassin's Auklet,Ptychoramphus aleuticus,Species of Concern,FALSE,Laridae,Birds,Animal
Cassin's Finch,Carpodacus cassinii,Species of Concern,FALSE,Fringillidae,Birds,Animal
Cassin's Sparrow,Aimophila cassinii,Species of Concern,FALSE,Emberizidae,Birds,Animal
Cassius Blue Butterfly,Leptotes cassius theonus,Similarity of Appearance (Threatened),FALSE,Lycaenidae,Insects,Animal
Castetter milk-vetch,Astragalus castetteri,Resolved Taxon,FALSE,Fabaceae,Flowering Plants,Plant
Castle Crags campanula,Campanula shetleri,Resolved Taxon,FALSE,Campanulaceae,Flowering Plants,Plant
Castle Crags rhyacophilan caddisfly,Rhyacophila lineata,Species of Concern,FALSE,Rhyacophilidae,Insects,Animal
Castle Lake rhyacophilan caddisfly,Rhyacophila amabilis,Resolved Taxon,FALSE,Rhyacophilidae,Insects,Animal
Cataiina beardtongue,Penstemon discolor,Species of Concern,FALSE,Scrophulariaceae,Flowering Plants,Plant
Catalina crossosoma,Crossosoma californicum,Resolved Taxon,FALSE,Crossosomataceae,Flowering Plants,Plant
Catalina ironwood,Lyonothamnus floribundus floribundus,Species of Concern,FALSE,Rosaceae,Flowering Plants,Plant
Catalina Island mountain-mahogany,Cercocarpus traskiae,Endangered,FALSE,Rosaceae,Flowering Plants,Plant
Catalina mariposa lily,calochortus catalinae,Species of Concern,FALSE,liliaceae,Flowering Plants,Plant
Catalina mountainsnail,Radiocentrum avalonense,Species of Concern,FALSE,Oreohelicidae,Snails,Animal
Catalina orange tip butterfly,Anthocharis cethura catalina,Resolved Taxon,FALSE,Pieridae,Insects,Animal
Catfish,Pangasius sanitwongsei,Endangered,TRUE,Pangasiidae,Fishes,Animal
Cathedral snail,Micrarionta indioensis cathedralis,Resolved Taxon,FALSE,Helminthoglyptidae,Snails,Animal
Catherine's cave beetle,Pseudanophthalmus catherinae,Species of Concern,FALSE,Carabidae,Insects,Animal
Cat Island turtle,Trachemys terrapen,Endangered,TRUE,Emydidae,Reptiles,Animal
Catlow tui chub,Gila bicolor ssp.,Species of Concern,FALSE,Cyprindidae,Fishes,Animal
Catlow Valley redband trout,Oncorhynchus mykiss ssp.,Species of Concern,FALSE,Salmonidae,Fishes,Animal
Cauca guan,Penelope perspicax,Endangered,TRUE,Cracidae,Birds,Animal
Cave Creek Woodlandsnail,Ashmunella chiricahuana,Resolved Taxon,FALSE,Polygyridae,Snails,Animal
Cave myotis,Myotis velifer,Species of Concern,FALSE,Vespertilionidae,Mammals,Animal
Cave Obligate Isopod,Amerigoniscus centralis,Under Review,FALSE,Trichoniscidae,Crustaceans,Animal
Cave physa,Physella spelunca,Resolved Taxon,FALSE,Physidae,Snails,Animal
Cavern sheet-web spider,Islandiana speophila,Species of Concern,FALSE,Lymphiidae,Arachnids,Animal
Cave Spring Cave spider,Nesticus jonesi,Species of Concern,FALSE,Nesticidae,Arachnids,Animal
Cayman Brac ground iguana,Cyclura nubila caymanensis,Threatened,TRUE,Iguanidae,Reptiles,Animal
Cazier's tiger beetle,Cicindela cazieri,Species of Concern,FALSE,Cicindelidae,Insects,Animal
Cebello halumtano,Bulbophyllum guamense,Threatened,FALSE,Orchidaceae,Flowering Plants,Plant
Cebolleta southern pocket gopher,Thomomys umbrinus paguatae,Species of Concern,FALSE,Geomyidae,Mammals,Animal
Cebu black shama (thrush),Copsychus niger cebuensis,Endangered,TRUE,Muscicapidae,Birds,Animal
Cedar Breaks biscuitroot,Cymopterus minimus,Resolved Taxon,FALSE,Apiaceae,Flowering Plants,Plant
Cedar Crest allocarya,Plagiobothrys glyptocarpus modestus,Species of Concern,FALSE,Boraginaceae,Flowering Plants,Plant
Cedar Key mole skink,Plestiodon egregius insularis,Resolved Taxon,FALSE,Scincidae,Reptiles,Animal
Cedros Island mule Deer,Odocoileus hemionus cerrosensis,Endangered,TRUE,Cervidae,Mammals,Animal
Centerville brazos-mint,Brazoria pulcherrima,Resolved Taxon,FALSE,Lamiaceae,Flowering Plants,Plant
Central American river turtle,Dermatemys mawii,Endangered,TRUE,Dermatemyidae,Reptiles,Animal
Central American tapir,Tapirus bairdii,Endangered,TRUE,Tapiridae,Mammals,Animal
Central Kentucky cave amphipod,Stygobromus exilis,Resolved Taxon,FALSE,Crangonyctidae,Crustaceans,Animal
Central Missouri cave amphipod,Allocrangonyx hubrichti,Species of Concern,FALSE,Gammaridae,Crustaceans,Animal
Central Valley grasshopper,Conozoa hyalina,Resolved Taxon,FALSE,Acrididae,Insects,Animal
Ceraunus Blue Butterfly,Hemiargus ceraunus antibubastus,Similarity of Appearance (Threatened),FALSE,Lycaenidae,Insects,Animal
Cerulean warbler,Dendroica cerulea,Resolved Taxon,FALSE,Parulidae,Birds,Animal
Ceylon mugger crocodile,Crocodylus palustris kimbula,Endangered,TRUE,Crocodylidae,Reptiles,Animal
Chadwick Beach cotton mouse,Peromyscus gossypinus restrictus,Resolved Taxon,FALSE,Muridae,Mammals,Animal
Chaffey's cory cactus,Coryphantha chaffeyi,Species of Concern,FALSE,Cactaceae,Flowering Plants,Plant
Chambered nautilus,Nautilus pompilius,Threatened,FALSE,Nautilidae,Snails,Animal
Chamberlain's Dwarf salamander,Eurycea chamberlaini,Under Review,FALSE,Plethodontidae,Amphibians,Animal
Channeled pebblesnail,Somatogyrus wheeleri,Species of Concern,FALSE,Hydrobiidae,Snails,Animal
Channel Islands dune beetle,Coelus pacificus,Species of Concern,FALSE,Tenebrionidae,Insects,Animal
Channel Islands slender salamander,Batrachoseps pacificus pacificus,Species of Concern,FALSE,Plethodontidae,Amphibians,Animal
Channel Islands spotted skunk,Spilogale putorius amphiala,Species of Concern,FALSE,Mustelidae,Mammals,Animal
Channel Island tree poppy,Dendromecon rigida ssp. harfordii,Species of Concern,FALSE,Papaveraceae,Flowering Plants,Plant
Chaparral harebell,campanula exigua,Species of Concern,FALSE,campanulaceae,Flowering Plants,Plant
Chapin Mesa milkvetch,Astragalus schmolliae,Resolved Taxon,FALSE,Fabaceae,Flowering Plants,Plant
Chapman rhododendron,Rhododendron chapmanii,Endangered,FALSE,Ericaceae,Flowering Plants,Plant
Chapman's aster,Symphyotrichum chapmanii,Species of Concern,FALSE,Asteraceae,Flowering Plants,Plant
Chapman's butterwort,Pinguicula planifolia,Species of Concern,FALSE,Lentibulariaceae,Flowering Plants,Plant
Chapman's crownbeard,Verbesina chapmanii,Species of Concern,FALSE,Asteraceae,Flowering Plants,Plant
Chapman's sedge,Carex chapmanii,Species of Concern,FALSE,Cyperaceae,Flowering Plants,Plant
Charleston Ant,Lasius nevadensis,Status Undefined,FALSE,Formicidae,Insects,Animal
Charleston beardtongue,penstemon leiophyllus var. keckii,Species of Concern,FALSE,scrophulariaceae,Flowering Plants,Plant
Charlotte's phacelia,Phacelia nashiana,Species of Concern,FALSE,Hydrophyllaceae,Flowering Plants,Plant
Charred volcanoes,Mycoporum biseptatum,Species of Concern,FALSE,Mycoporaceae,Lichens,Plant
Chatham Island oystercatcher,Haematopus chathamensis,Candidate,TRUE,Haematopodidae,Birds,Animal
Chatham Island petrel,Pterodroma axillaris,Endangered,TRUE,Procellariidae,Birds,Animal
Chatham Island pigeon,Hemiphaga novaeseelandiae chathamensis,Endangered,TRUE,Columbidae,Birds,Animal
Chatham Island robin,Petroica traversi,Endangered,TRUE,Muscicapidae,Birds,Animal
Chattooga River crayfish,Cambarus scotti,Under Review,FALSE,Cambaridae,Crustaceans,Animal
Chauga crayfish,Cambarus chaugaensis,Status Undefined,FALSE,Cambaridae,Crustaceans,Animal
Cheaha beloneurian stonefly,Beloneuria jamesae,Species of Concern,FALSE,Perlidae,Insects,Animal
Cheat minnow,Pararhinichthys bowersi,Species of Concern,FALSE,Cyprinidae,Fishes,Animal
Cheat Mountain salamander,Plethodon nettingi,Threatened,FALSE,Plethodontidae,Amphibians,Animal
Cheer pheasant,Catreus wallichii,Endangered,TRUE,Phasianidae,Birds,Animal
Cheese-weed moth lacewing,Oliarces clara,Species of Concern,FALSE,Ithonidae,Insects,Animal
Cheetah,Acinonyx jubatus,Endangered,TRUE,Felidae,Mammals,Animal
Chelan mountainsnail,Oreohelix sp,Under Review,FALSE,Oreohelicidae,Snails,Animal
Chelan rockmat,Petrophytum cinerascens,Species of Concern,FALSE,Rosaceae,Flowering Plants,Plant
Cheoah Bald salamander,Plethodon cheoah,Resolved Taxon,FALSE,Plethodontidae,Amphibians,Animal
Chermock's mulberry wing skipper,Poanes massasoit chermocki,Species of Concern,FALSE,Hesperiidae,Insects,Animal
Cherokee clubtail,Gomphus consanguis,Under Review,FALSE,Gomphidae,Insects,Animal
Cherokee darter,Etheostoma scotti,Threatened,FALSE,Percidae,Fishes,Animal
Cherry-throated tanager,Nemosia rourei,Endangered,TRUE,Emberizidae,Birds,Animal
Chesapeake logperch,Percina bimaculata,Under Review,FALSE,Percidae,Fishes,Animal
Chestnut casebearer moth,Coleophora leucochrysella,Species of Concern,FALSE,Coleophoridae,Insects,Animal
Chestnut clearwing moth,Synanthedon castaneae,Resolved Taxon,FALSE,Sesiidae,Insects,Animal
Chestnut-collared Longspur,Calcarius ornatus,Species of Concern,FALSE,Emberizidae,Birds,Animal
Chestnut ermine moth,Argyresthia castaneela,Species of Concern,FALSE,Argyresthiidae,Insects,Animal
Chestnut leaf miner,Tischeria perplexa,Species of Concern,FALSE,Tischeriidae,Insects,Animal
Chickahominy water-hyssop,Bacopa rotundifolia,Resolved Taxon,FALSE,Scrophulariaceae,Flowering Plants,Plant
Chickamauga crayfish,Cambarus extraneus,Status Undefined,FALSE,Cambaridae,Crustaceans,Animal
Chickweed,Stellaria irrigua,Resolved Taxon,FALSE,Caryophyllaceae,Flowering Plants,Plant
chickweed oxytheca,Oxytheca caryophylloides,Species of Concern,FALSE,Polygonaceae,Flowering Plants,Plant
Chico Creek rock-cress,Arabis breweri austinae,Resolved Taxon,FALSE,Brassicaceae,Flowering Plants,Plant
Chihuahua catfish,Ictalurus sp.,Under Review,FALSE,Ictaluridae,Fishes,Animal
Chihuahua chub,Gila nigrescens,Threatened,FALSE,Cyprinidae,Fishes,Animal
Chihuahua scurfpea,Pediomelum pentaphyllum,Resolved Taxon,FALSE,Fabaceae,Flowering Plants,Plant
Chihuahua shiner,Notropis chihuahua,Species of Concern,FALSE,Cyprinidae,Fishes,Animal
Chilean false larch,Fitzroya cupressoides,Threatened,TRUE,Cupressaceae,Conifers and Cycads,Plant
Chilean woodstar,Eulidia yarrellii,Endangered,TRUE,Trochilidae,Birds,Animal
Chiltan (=wild goat) markhor,Capra falconeri (=aegragrus) chiltanensis,Endangered,TRUE,Bovidae,Mammals,Animal
Chimney Swift,Chaetura pelagica,Species of Concern,FALSE,Apodidae,Birds,Animal
Chimpanzee,Pan troglodytes,Endangered,TRUE,Pongidae,Mammals,Animal
Chinchilla,Chinchilla brevicaudata boliviana,Endangered,TRUE,Chinchillidae,Mammals,Animal
Chinese alligator,Alligator sinensis,Endangered,TRUE,Alligatoridae,Reptiles,Animal
Chinese Camp brodiaea,Brodiaea pallida,Threatened,FALSE,Liliaceae,Flowering Plants,Plant
Chinese egret,Egretta eulophotes,Endangered,TRUE,Ardeidae,Birds,Animal
Chinese giant salamander,Andrias davidianus (=davidianus d.),Endangered,TRUE,Cryptobranchidae,Amphibians,Animal
Chinese monal pheasant,Lophophorus lhuysii,Endangered,TRUE,Phasianidae,Birds,Animal
Chinese pangolin,Manis pentadactyla,Under Review,TRUE,Manidae,Mammals,Animal
Chinese River Dolphin,Lipotes vexillifer,Endangered,TRUE,Platanistidae,Mammals,Animal
Chinese sturgeon,Acipenser sinensis,Endangered,FALSE,Acipenseridae,Fishes,Animal
Chinook salmon,Oncorhynchus (=Salmo) tshawytscha,Threatened,FALSE,Salmonidae,Fishes,Animal
Chinook salmon,Oncorhynchus (=Salmo) tshawytscha,Threatened,FALSE,Salmonidae,Fishes,Animal
Chinook salmon,Oncorhynchus (=Salmo) tshawytscha,Threatened,FALSE,Salmonidae,Fishes,Animal
Chinook salmon,Oncorhynchus (=Salmo) tshawytscha,Threatened,FALSE,Salmonidae,Fishes,Animal
Chinook salmon,Oncorhynchus (=Salmo) tshawytscha,Threatened,FALSE,Salmonidae,Fishes,Animal
Chinook salmon,Oncorhynchus (=Salmo) tshawytscha,Endangered,FALSE,Salmonidae,Fishes,Animal
Chinook salmon,Oncorhynchus (=Salmo) tshawytscha,Threatened,FALSE,Salmonidae,Fishes,Animal
Chinook salmon,Oncorhynchus (=Salmo) tshawytscha,Threatened,FALSE,Salmonidae,Fishes,Animal
Chinook salmon,Oncorhynchus (=Salmo) tshawytscha,"Experimental Population, Non-Essential",FALSE,Salmonidae,Fishes,Animal
Chinook salmon,Oncorhynchus (=Salmo) tshawytscha,Endangered,FALSE,Salmonidae,Fishes,Animal
Chipola slabshell,Elliptio chipolaensis,Threatened,FALSE,Unionidae,Clams,Animal
Chipping Sparrow,Spizella passerina,Species of Concern,FALSE,Emberizidae,Birds,Animal
Chiricahua dock,Rumex orthoneurus,Resolved Taxon,FALSE,Polygonaceae,Flowering Plants,Plant
Chiricahua fleabane,Erigeron kuschei,Resolved Taxon,FALSE,Asteraceae,Flowering Plants,Plant
Chiricahua leopard frog,Rana chiricahuensis,Threatened,FALSE,Ranidae,Amphibians,Animal
Chiricahua mudwort,Limosella pubiflora,Species of Concern,FALSE,Scrophulariaceae,Flowering Plants,Plant
Chiricahua Nayarit squirrel,Sciurus nayaritensis chiricahuae,Species of Concern,FALSE,Sciuridae,Mammals,Animal
Chiricahua rock-daisy,Perityle cochisensis,Resolved Taxon,FALSE,Asteraceae,Flowering Plants,Plant
Chiricahua water scavenger beetle,Cymbiodyta arizonica,Species of Concern,FALSE,Hydrophilidae,Insects,Animal
Chiricahua western harvest mouse,Reithrodontomys megalotis arizonensis,Species of Concern,FALSE,Muridae,Mammals,Animal
Chisos agave,Agave glomeruliflora,Species of Concern,FALSE,Agavaceae,Flowering Plants,Plant
Chisos coral-root,Hexalectris revoluta,Under Review,FALSE,Orchidaceae,Flowering Plants,Plant
Chisos Foxsnail,Pseudosubulina cheatumi,Resolved Taxon,FALSE,Spiraxidae,Snails,Animal
chisos metalmark,apodemia chisosensis,Resolved Taxon,FALSE,riodinidae,Insects,Animal
Chisos Mountain hedgehog Cactus,Echinocereus chisoensis var. chisoensis,Threatened,FALSE,Cactaceae,Flowering Plants,Plant
Chisos Mountains oak,Quercus tardifolia,Resolved Taxon,FALSE,Fagaceae,Flowering Plants,Plant
Chisos pinweed,Lechea mensalis,Resolved Taxon,FALSE,Cistaceae,Flowering Plants,Plant
Chisos Threeband,Humboldtiana chisosensis,Resolved Taxon,FALSE,Humboldtianidae,Snails,Animal
Chittenango ovate amber snail,Novisuccinea chittenangoensis,Threatened,FALSE,Succineidae,Snails,Animal
Chlorostictan yellow-faced bee,Hylaeus chlorosticata,Species of Concern,FALSE,Hylaeidae,Insects,Animal
Choctaw bean,Villosa choctawensis,Endangered,FALSE,Unionidae,Clams,Animal
Choctawhatchee beach mouse,Peromyscus polionotus allophrys,Endangered,FALSE,Muridae,Mammals,Animal
Chorro Creek bog thistle,Cirsium fontinale var. obispoense,Endangered,FALSE,Asteraceae,Flowering Plants,Plant
Chorro shoulderband snail,Helminthoglypta morroensis,Resolved Taxon,FALSE,Helminthoglyptidae,Snails,Animal
Chowanoke crayfish,Orconectes virginiensis,Under Review,FALSE,Cambaridae,Crustaceans,Animal
Christmas Island goshawk,Accipiter fasciatus natalis,Endangered,TRUE,Accipitridae,Birds,Animal
Christmas Island Pipistrelle Bat,Pipistrellus murrayi,Under Review,TRUE,Vespertilionidae,Mammals,Animal
Christmas Shearwater,Puffinus nativitatis,Species of Concern,FALSE,Procellariidae,Birds,Animal
Christ's paintbrush,Castilleja christii,Resolved Taxon,FALSE,Scrophulariaceae,Flowering Plants,Plant
Chryxus arctic butterfly,Oeneis chryxus valerata,Resolved Taxon,FALSE,Nymphalidae,Insects,Animal
Chuckwalla,Sauromalus ater,Species of Concern,FALSE,Iguanidae,Reptiles,Animal
Chuck-will's-widow,Caprimulgus carolinensis,Species of Concern,FALSE,Caprimulgidae,Birds,Animal
Chucky Madtom,Noturus crypticus,Endangered,FALSE,Ictaluridae,Fishes,Animal
Chukcho stonefly,Haploperla chukcho,Species of Concern,FALSE,Chloroperlidae,Insects,Animal
Chum salmon,Oncorhynchus keta,Threatened,FALSE,Salmonidae,Fishes,Animal
Chum salmon,Oncorhynchus keta,Threatened,FALSE,Salmonidae,Fishes,Animal
Chupacallos,Pleodendron macranthum,Endangered,FALSE,Canellaceae,Flowering Plants,Plant
Chupadera springsnail,Pyrgulopsis chupaderae,Endangered,FALSE,Hydrobiidae,Snails,Animal
Churchill Narrows buckwheat,Eriogonum diatomaceum,Resolved Taxon,FALSE,Polygonaceae,Flowering Plants,Plant
Cicek (minnow),Acanthorutilus handlirschi,Endangered,TRUE,Cyprinidae,Fishes,Animal
Cienega Seca oxytheca,Oxytheca parishii ciengensis,Species of Concern,FALSE,Polygonaceae,Flowering Plants,Plant
Ciervo aegialian scarab,Aegialia concinna,Species of Concern,FALSE,Scarabaeidae,Insects,Animal
Ciliate-leaf tickseed,Coreopsis integrifolia,Under Review,FALSE,Asteraceae,Flowering Plants,Plant
Cima rattleweed,Astragalus cimae cimae,Resolved Taxon,FALSE,Fabaceae,Flowering Plants,Plant
Cimarron wild-buckwheat,Eriogonum aliquantum,Resolved Taxon,FALSE,Polygonaceae,Flowering Plants,Plant
Cinder phacelia,Phacelia serrata,Species of Concern,FALSE,Hydrophyllaceae,Flowering Plants,Plant
Cinnamon juga,Juga spb,Resolved Taxon,FALSE,Pleuroceridae,Snails,Animal
Cinnamon pika,Ochotona princeps cinnamomea,Species of Concern,FALSE,Ochotonidae,Mammals,Animal
[Cisco] milkvetch,Astragalus sabulosus,Under Review,FALSE,Fabaceae,Flowering Plants,Plant
Clackamas iris,Iris tenuis,Resolved Taxon,FALSE,Iridaceae,Flowering Plants,Plant
Clam-shell orchid,Encyclia cochleata var. triandra,Resolved Taxon,FALSE,Orchidaceae,Flowering Plants,Plant
Clanton's cave amphipod,Stygobromus clantoni,Species of Concern,FALSE,Crangonyctidae,Crustaceans,Animal
Clapper rail,Rallus longirostris,Species of Concern,FALSE,Rallidae,Birds,Animal
Clapper Rail,Rallus crepitans,Species of Concern,FALSE,Rallidae,Birds,Animal
Clara Hunt's milk-vetch,Astragalus clarianus,Endangered,FALSE,Fabaceae,Flowering Plants,Plant
Clarke's weaver,Ploceus golandi,Endangered,TRUE,Ploceidae,Birds,Animal
Clark Mountain buckwheat,Eriogonum heermannii floccosum,Resolved Taxon,FALSE,Polygonaceae,Flowering Plants,Plant
Clark Mountains agave,Agave utahensis nevadensis,Resolved Taxon,FALSE,Agavaceae,Flowering Plants,Plant
